director;id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;runtime;release_date
Steven Spielberg;72976;Lincoln;13.804;65000000;275293450;History|Drama;2401;6.8;149;2012-11-09
Tim Burton;62213;Dark Shadows;15.795;150000000;245527149;Comedy|Fantasy;4555;5.9;113;2012-05-08
Paul W.S. Anderson;71679;Resident Evil: Retribution;1.215;65000000;240159255;Action|Horror|Science Fiction;2445;5.7;95;2012-09-12
David O. Russell;82693;Silver Linings Playbook;14.291;21000000;236412453;Drama|Comedy|Romance;8115;7.1;122;2012-09-08
Jon Hurwitz;71552;American Reunion;13.813;50000000;234989584;Comedy;2862;6.2;113;2012-04-04
Ben Affleck;68734;Argo;13.268;44500000;232324128;Drama|Thriller;5430;7.2;120;2012-10-11
Christopher McQuarrie;75780;Jack Reacher;21.08;60000000;218340595;Crime|Drama|Thriller|Action;4368;6.4;130;2012-12-20
Daniel Espinosa;59961;Safe House;14.618;85000000;208076205;Action|Thriller;2128;6.4;115;2012-02-09
Xu Zheng;151743;人再囧途之泰囧;2.622;2200000;208000000;Comedy|Adventure|Drama;37;6.5;105;2012-12-12
Phil Lord;64688;21 Jump Street;16.731;42000000;201585328;Action|Comedy|Crime;6941;6.8;109;2012-03-14
Len Wiseman;64635;Total Recall;17.413;125000000;198802074;Action|Science Fiction|Adventure|Thriller;3676;5.9;121;2012-08-02
Michael Sucsy;72570;The Vow;22.126;30000000;196114570;Drama|Romance;2597;7.1;104;2012-02-05
Tarsem Singh;62764;Mirror Mirror;22.316;85000000;183018522;Adventure|Comedy|Drama|Family|Fantasy;2264;5.9;106;2012-03-15
J. A. Bayona;80278;Lo imposible;13.275;42000000;180274123;Thriller|Drama;3896;7.3;113;2012-09-09
Larry Charles;76493;The Dictator;9.782;65000000;179379533;Comedy;3315;6.0;83;2012-05-15
Steven Soderbergh;77930;Magic Mike;10.154;7000000;167221571;Drama|Comedy;1984;6.1;110;2012-06-28
Robert Zemeckis;87502;Flight;12.1;31000000;161772375;Drama;3785;6.7;138;2012-11-02
Måns Mårlind;52520;Underworld: Awakening;11.619;70000000;160112671;Fantasy|Action|Horror;2719;6.2;88;2012-01-19
McG;59962;This Means War;14.676;65000000;156974557;Action|Comedy|Romance;2219;6.1;103;2012-02-14
Josh Trank;76726;Chronicle;12.922;15000000;145000000;Science Fiction|Drama|Thriller;3276;6.7;84;2012-02-01
Henry Joost;82990;Paranormal Activity 4;10.344;5000000;142817992;Horror;1120;5.4;88;2012-10-17
Scott Speer;85446;Step Up Revolution;14.809;33000000;140470746;Music|Drama|Romance;1346;6.9;99;2012-07-26
Kathryn Bigelow;97630;Zero Dark Thirty;12.116;40000000;132820716;Thriller|Drama|History;2714;6.9;157;2012-12-19
Tom Tykwer;83542;Cloud Atlas;16.288;102000000;130482868;Drama|Science Fiction;4769;6.8;172;2012-10-26
James Watkins;65086;The Woman in Black;10.556;17000000;127730736;Drama|Horror|Thriller;2267;6.1;95;2012-02-03
Andy Fickman;88042;Parental Guidance;8.086;25000000;119772232;Comedy;290;5.8;104;2012-12-25
Peter Lord;72197;The Pirates! In an Adventure with Scientists!;12.38;60000000;118338361;Animation|Adventure|Family|Comedy;615;6.4;88;2012-03-12
Jason Moore;114150;Pitch Perfect;16.543;17000000;115350426;Comedy|Music|Romance;4554;7.3;112;2012-09-28
David Frankel;82696;Hope Springs;8.655;30000000;114281051;Drama|Comedy|Romance;458;6.1;100;2012-08-07
Sam Fell;77174;ParaNorman;14.149;60000000;107139399;Family|Animation|Adventure|Comedy;1499;6.8;90;2012-08-03
Jay Roach;77953;The Campaign;9.287;95000000;104907746;Comedy;1060;5.8;85;2012-08-09
Wuershan;124471;画皮2;3.224;0;103131994;Drama|Fantasy;36;5.8;131;2012-06-28
William Brent Bell;76487;The Devil Inside;9.077;1000000;101758490;Thriller|Horror;476;4.7;83;2012-01-06
Nima Nourizadeh;57214;Project X;13.291;12000000;100000000;Comedy;3201;6.4;88;2012-03-01
Manouchehr Hadi;506664;یکی میخواد باهات حرف بزنه;0.6;100000;100000000;Drama;0;0.0;90;2012-09-22
Scott Hicks;77877;The Lucky One;12.562;25000000;99357138;Drama|Romance;2174;7.0;101;2012-04-19
Tim Story;67660;Think Like a Man;9.344;12000000;96070507;Comedy|Romance;468;6.9;122;2012-04-16
Judd Apatow;89492;This Is 40;8.964;35000000;88058786;Comedy;1372;5.7;134;2012-12-20
Ole Bornedal;77883;The Possession;9.682;14000000;85446075;Horror|Thriller;988;5.9;92;2012-08-30
Choi Dong-hoon;124157;도둑들;7.691;0;83519699;Action|Crime;129;6.7;135;2012-07-25
Oliver Stone;82525;Savages;12.81;45000000;82966152;Crime|Drama|Thriller;1333;6.4;131;2012-07-06
Mike McCoy;75674;Act of Valor;9.221;12000000;81272766;Action|Thriller|War;619;6.3;110;2012-02-24
Kirk Jones;76494;What to Expect When You're Expecting;11.9;40000000;79700000;Romance|Comedy|Drama;1235;6.0;110;2012-05-17
Scott Derrickson;82507;Sinister;11.133;3000000;77712439;Horror|Thriller|Mystery;3158;6.8;110;2012-03-29
Joe Carnahan;75174;The Grey;11.907;25000000;77278331;Drama|Thriller|Action|Adventure;2400;6.5;117;2012-01-26
Woody Allen;81836;To Rome with Love;12.415;17000000;73244881;Romance|Comedy|Drama;1194;5.7;111;2012-04-20
Frank Coraci;87826;Here Comes the Boom;11.484;0;73100172;Action|Comedy;856;6.1;105;2012-10-11
Drew Goddard;22970;The Cabin in the Woods;15.352;30000000;70742948;Horror|Comedy|Thriller;4613;6.5;95;2012-04-12
Joe Wright;96724;Anna Karenina;11.229;0;68929150;Drama|Romance;1390;6.7;130;2012-09-06
Akiva Schaffer;80035;The Watch;12.618;68000000;68267862;Action|Comedy|Science Fiction;1442;5.4;98;2012-07-26
Wes Anderson;83666;Moonrise Kingdom;14.849;16000000;68263166;Comedy|Drama|Romance;3305;7.7;94;2012-05-24
Tyler Perry;103370;Madea's Witness Protection;8.296;20000000;66899242;Drama|Comedy|Crime;92;5.8;114;2012-06-29
Baltasar Kormákur;77866;Contraband;12.402;25000000;63100000;Thriller|Action|Drama|Crime;1206;6.2;109;2012-01-12
Keishi Otomo;127533;るろうに剣心;7.704;0;61700000;Action|Drama|History;259;7.4;134;2012-08-25
Hideaki Anno;75629;ヱヴァンゲリヲン新劇場版:Q;8.862;0;60487945;Animation|Science Fiction|Action|Drama;200;7.5;106;2012-11-17
Dustin Hoffman;121826;Quartet;9.143;11000000;59520298;Drama|Comedy|Romance;224;6.6;98;2012-09-08
Adam Shankman;80585;Rock of Ages;14.82;75000000;59418613;Comedy|Drama|Music|Romance;755;6.1;123;2012-06-13
Sean Anders;87428;That's My Boy;14.796;70000000;58058367;Comedy;904;5.5;116;2012-06-14
Bobby Farrelly;76489;The Three Stooges;9.468;30000000;54819301;Comedy;241;5.2;92;2012-04-13
Nicholas Stoller;72207;The Five-Year Engagement;9.345;30000000;53909751;Romance|Comedy;805;5.7;124;2012-04-27
John Hillcoat;82633;Lawless;14.594;26000000;53676580;Crime|Drama|Western;1773;7.0;115;2012-08-29
M.J. Bassett;61012;Silent Hill: Revelation 3D;32.452;20000000;52302796;Thriller|Horror|Mystery;861;5.2;94;2012-10-10
Peter Hedges;71864;The Odd Life of Timothy Green;8.692;0;51854875;Fantasy|Drama|Comedy|Family;667;6.7;105;2012-08-15
Kabir Khan;85985;एक था टाइगर;5.049;12000000;51000000;Action|Romance|Thriller;83;5.8;133;2012-08-15
Anthony Hemingway;72431;Red Tails;10.946;58000000;50365377;Drama|Action|Adventure|History|War;273;6.1;125;2012-01-19
Alain Chabat;102207;Sur la piste du Marsupilami;8.685;50000000;48600000;Adventure|Comedy|Family;530;5.1;105;2012-04-03
David Ayer;77016;End of Watch;12.737;7000000;48126384;Crime|Drama|Thriller;1880;7.3;109;2012-09-20
Rian Johnson;59967;Looper;17.634;30000000;47042000;Action|Thriller|Science Fiction;7069;6.8;118;2012-09-26
Asger Leth;49527;Man on a Ledge;11.748;42000000;46221189;Action|Thriller|Crime;1550;6.4;102;2012-01-13
Dan Bradley;60747;Red Dawn;12.982;65000000;44806783;War|Action|Thriller|Science Fiction;905;5.4;93;2012-11-21
Mark Tonderai;82505;House at the End of the Street;9.892;6900000;44287131;Horror|Thriller;1107;5.8;101;2012-09-21
Kunihiko Yuyama;150213;キュレムVS聖剣士ケルディオ;9.148;0;44057737;Animation;74;6.0;71;2012-07-13
Chris Buck;109445;Frozen;72.225;150000000;1274219009;Animation|Adventure|Family;10611;7.3;102;2013-11-27
Shane Black;68721;Iron Man 3;26.734;200000000;1215439994;Action|Adventure|Science Fiction;15093;6.9;131;2013-04-18
Pierre Coffin;93456;Despicable Me 2;24.603;76000000;970761885;Animation|Comedy|Family;7764;6.9;98;2013-06-25
Peter Jackson;57158;The Hobbit: The Desolation of Smaug;24.257;250000000;958400000;Adventure|Fantasy|Action;8206;7.6;161;2013-12-11
Francis Lawrence;101299;The Hunger Games: Catching Fire;21.368;130000000;847423452;Adventure|Action|Science Fiction;11850;7.4;146;2013-11-15
Justin Lin;82992;Fast & Furious 6;1.999;160000000;788679850;Action|Thriller|Crime;7401;6.8;131;2013-05-21
Dan Scanlon;62211;Monsters University;20.616;200000000;743559607;Animation|Family;6808;7.0;104;2013-06-20
Alfonso Cuarón;49047;Gravity;17.837;105000000;716392705;Science Fiction|Thriller|Drama;10251;7.2;91;2013-10-03
Zack Snyder;49521;Man of Steel;30.313;225000000;668045518;Action|Adventure|Fantasy|Science Fiction;10282;6.5;143;2013-06-12
Alan Taylor;76338;Thor: The Dark World;35.923;170000000;644571402;Action|Adventure|Fantasy;10943;6.6;112;2013-10-29
Chris Sanders;49519;The Croods;19.41;135000000;585178928;Action|Adventure|Animation|Comedy|Family|Fantasy;4162;6.8;98;2013-03-20
Marc Forster;72190;World War Z;16.643;200000000;531865000;Action|Drama|Horror|Science Fiction|Thriller;9738;6.7;116;2013-06-20
Sam Raimi;68728;Oz the Great and Powerful;15.358;200000000;491868548;Fantasy|Adventure|Family;5020;5.8;130;2013-03-07
J.J. Abrams;54138;Star Trek Into Darkness;15.622;190000000;467365246;Action|Adventure|Science Fiction;6500;7.3;132;2013-05-05
James Mangold;76170;The Wolverine;4.108;120000000;415440673;Action|Science Fiction|Adventure|Fantasy;6482;6.3;126;2013-07-23
Guillermo del Toro;68726;Pacific Rim;16.179;180000000;407602906;Action|Science Fiction|Adventure;8060;6.8;131;2013-07-11
Martin Scorsese;106646;The Wolf of Wall Street;26.324;100000000;392000694;Crime|Drama|Comedy;13546;8.0;180;2013-12-25
Jon M. Chu;72559;G.I. Joe: Retaliation;15.757;130000000;371876278;Adventure|Action|Science Fiction|Thriller;4036;5.5;110;2013-03-26
Todd Phillips;109439;The Hangover Part III;17.631;103000000;362000072;Comedy;5518;6.1;100;2013-05-23
Baz Luhrmann;64682;The Great Gatsby;14.287;105000000;351040419;Drama|Romance;7685;7.4;143;2013-05-10
Raja Gosnell;77931;The Smurfs 2;11.625;105000000;347434178;Fantasy|Family|Comedy|Animation;1306;5.7;105;2013-07-30
James Wan;138843;The Conjuring;19.139;13000000;319494638;Horror|Thriller;6451;7.5;112;2013-03-20
John Moore;47964;A Good Day to Die Hard;16.659;92000000;304654182;Action|Thriller;4596;5.2;98;2013-02-06
Joseph Kosinski;75612;Oblivion;19.481;120000000;286168572;Action|Science Fiction|Adventure|Mystery;7255;6.5;124;2013-04-10
Neill Blomkamp;68724;Elysium;18.296;115000000;286140700;Science Fiction|Action|Drama|Thriller;5723;6.4;109;2013-08-07
David Soren;77950;Turbo;15.488;135000000;282570682;Animation|Family;1883;6.1;96;2013-07-11
Rawson Marshall Thurber;138832;We're the Millers;13.425;37000000;269994119;Comedy|Crime;5630;6.8;110;2013-08-07
Chris Wedge;116711;Epic;15.748;100000000;268426634;Animation|Adventure|Family|Fantasy;1768;6.4;102;2013-05-15
David O. Russell;168672;American Hustle;14.342;40000000;251171807;Drama|Crime;4733;6.8;138;2013-12-12
Cody Cameron;109451;Cloudy with a Chance of Meatballs 2;19.104;78000000;248384621;Animation|Family|Comedy;1831;6.4;95;2013-09-26
Dennis Dugan;109418;Grown Ups 2;12.301;80000000;246984278;Comedy;2270;5.9;100;2013-07-11
M. Night Shyamalan;82700;After Earth;11.015;130000000;243843127;Science Fiction|Action|Adventure;4425;5.1;100;2013-05-30
Tommy Wirkola;60304;Hansel & Gretel: Witch Hunters;14.122;50000000;224803475;Fantasy|Horror|Action;4733;5.9;88;2013-01-17
Klay Hall;151960;Planes;14.398;50000000;219788712;Animation|Family|Adventure|Comedy;944;5.8;91;2013-08-09
Roland Emmerich;117251;White House Down;11.827;150000000;205366737;Action|Drama|Thriller;2997;6.4;131;2013-06-27
Thor Freudenthal;76285;Percy Jackson: Sea of Monsters;18.054;90000000;199850315;Adventure|Family|Fantasy;3362;5.9;106;2013-08-07
Bryan Singer;81005;Jack the Giant Slayer;12.997;195000000;197687603;Action|Adventure|Family|Fantasy;3559;5.7;114;2013-02-27
Ben Stiller;116745;The Secret Life of Walter Mitty;18.443;90000000;188133322;Adventure|Comedy|Drama|Fantasy;5150;7.1;114;2013-12-18
Steve McQueen;76203;12 Years a Slave;15.179;20000000;187000000;Drama|History;7132;7.9;134;2013-10-18
Seth Gordon;109431;Identity Thief;13.194;35000000;173965010;Comedy|Crime;2343;5.8;111;2013-02-07
Adam McKay;109443;Anchorman 2: The Legend Continues;13.881;50000000;173649015;Comedy;1525;6.1;119;2013-12-18
Antoine Fuqua;117263;Olympus Has Fallen;22.661;70000000;161025640;Action|Thriller;4374;6.3;120;2013-03-20
Paul Feig;136795;The Heat;12.876;43000000;158674180;Action|Comedy|Crime;2586;6.6;117;2013-06-27
Jeff Tremaine;208134;Jackass Presents: Bad Grandpa;11.076;15000000;151831537;Comedy;971;6.0;92;2013-10-22
Carl Rinsch;64686;47 Ronin;18.871;175000000;150962475;Drama|Action|Adventure|Fantasy;2232;6.0;119;2013-12-06
Peter Berg;193756;Lone Survivor;14.849;40000000;149295601;Action|Drama|War;2460;7.4;121;2013-12-24
Dean Parisot;146216;RED 2;15.014;84000000;148100000;Action|Comedy|Crime|Thriller;2517;6.5;116;2013-07-18
Andy Muschietti;132232;Mama;10.0;15000000;146497771;Horror;2626;6.1;100;2013-01-17
Jon Turteltaub;137093;Last Vegas;10.379;28000000;134402450;Comedy;1299;6.4;105;2013-10-31
Baltasar Kormákur;136400;2 Guns;14.072;61000000;131940411;Action|Comedy|Crime;2507;6.5;109;2013-08-02
Neil Nightingale;77951;Walking with Dinosaurs;9.465;80000000;126546518;Animation|Family|Adventure;232;5.5;87;2013-12-18
Seth Rogen;109414;This Is the End;12.567;32000000;126041322;Action|Comedy;4053;6.2;107;2013-06-12
Gavin Hood;80274;Ender's Game;12.458;110000000;125537191;Science Fiction|Action|Adventure;3776;6.6;114;2013-10-23
Mikael Håfström;107846;Escape Plan;17.008;50000000;122915111;Action|Thriller;3061;6.7;115;2013-10-09
Denis Villeneuve;146233;Prisoners;15.232;46000000;122126687;Drama|Thriller|Crime;6233;8.0;153;2013-09-18
Hayao Miyazaki;149870;風立ちぬ;12.094;30000000;117932401;Animation;1395;7.8;126;2013-07-20
Louis Leterrier;75656;Now You See Me;19.337;75000000;117698894;Thriller|Crime;10561;7.4;116;2013-05-29
Jonathan Levine;82654;Warm Bodies;13.263;35000000;116980662;Horror|Comedy|Romance;4356;6.4;97;2013-01-31
Zhao Wei;191421;致我们终将逝去的青春;3.997;0;116000000;Romance|Drama;55;6.3;131;2013-04-25
Lee Daniels;132363;The Butler;10.753;25000000;115922175;Drama;1964;7.4;132;2013-08-16
John Lee Hancock;140823;Saving Mr. Banks;10.985;35000000;112544580;Comedy|Drama|History;2178;7.4;125;2013-11-16
Jimmy Hayward;175574;Free Birds;11.197;55000000;110000000;Animation|Comedy|Family;441;5.8;91;2013-10-30
Ruben Fleischer;82682;Gangster Squad;12.92;60000000;105200903;Crime|Drama|Action|Thriller;2680;6.3;113;2013-01-10
Stephen Frears;205220;Philomena;7.739;12000000;100129872;Drama;1016;7.4;98;2013-11-01
Jules Williams;593906;Hello: A Portrait Of Leslie Phillips;0.6;1000000000;100000000;Documentary;0;0.0;80;2013-09-28
Woody Allen;160588;Blue Jasmine;11.709;18000000;99206215;Comedy|Drama;2175;7.0;98;2013-07-25
Eugenio Derbez;211954;No se Aceptan Devoluciones;8.189;5500000;99067206;Comedy|Drama;365;7.5;115;2013-07-20
David Twohy;87421;Riddick;17.147;38000000;98337295;Science Fiction|Action|Thriller;2625;6.2;119;2013-09-02
Lasse Hallström;112949;Safe Haven;11.427;28000000;97594140;Romance;1545;7.2;115;2013-02-07
Fede Alvarez;109428;Evil Dead;13.119;17000000;97542952;Horror;2851;6.4;91;2013-04-05
Harald Zwart;123553;The Mortal Instruments: City of Bones;17.677;60000000;95396573;Action|Adventure|Drama|Mystery|Romance|Fantasy;3134;6.3;130;2013-08-21
Brian Helgeland;109410;42;8.86;40000000;95020213;Drama;1088;7.0;128;2013-04-12
Paul Greengrass;109424;Captain Phillips;14.359;55000000;95000000;Action|Drama|Thriller;4145;7.6;134;2013-10-10
Vijay Krishna Acharya;44977;धूम ३;7.044;19500000;91000000;Action|Thriller;146;5.9;172;2013-12-18
Ron Howard;96721;Rush;14.099;38000000;90247624;Drama|Action;4173;7.7;123;2013-09-02
James DeMonaco;158015;The Purge;20.765;3000000;89328627;Science Fiction|Horror|Thriller;5256;6.2;86;2013-05-31
Gore Verbinski;57201;The Lone Ranger;14.716;255000000;89289910;Action|Adventure|Western;4016;6.0;149;2013-07-03
Peter Chan;196325;中国合伙人;4.008;0;88000000;Drama;64;6.7;112;2013-05-18
Richard Curtis;122906;About Time;20.019;12000000;87100449;Comedy|Drama|Romance|Fantasy;4446;7.9;123;2013-08-16
Bong Joon-ho;110415;Snowpiercer;18.183;39200000;86758912;Action|Science Fiction|Drama;5195;6.8;127;2013-08-01
Michael Bay;134374;Pain & Gain;13.902;25000000;86175291;Thriller|Crime|Action|Comedy;2691;6.1;130;2013-04-18
Takashi Yamazaki;248087;永遠の0;3.985;0;84500000;War|Drama;24;7.1;144;2013-12-20
Kimberly Peirce;133805;Carrie;14.376;30000000;82394288;Drama|Horror;2863;5.9;100;2013-10-16
Xue Xiaolu;188183;Bei Jing yu shang Xi Ya Tu;3.403;4881000;81350000;Comedy|Romance;50;6.5;123;2013-03-20
Ding Sheng;219572;警察故事2013;7.859;0;81170000;Action|Crime|Drama|Thriller;144;5.9;108;2013-12-24
Malcolm D. Lee;4258;Scary Movie 5;12.131;20000000;78378744;Comedy;1644;4.7;86;2013-04-11
Brian Percival;203833;The Book Thief;8.282;0;76586316;Drama;2968;7.5;131;2013-11-08
Callan Brunker;68179;Escape from Planet Earth;8.258;40000000;74597643;Animation|Comedy|Adventure|Family|Science Fiction;484;5.8;89;2013-02-14
John Wells;152737;August: Osage County;13.036;25000000;74188937;Comedy|Drama;894;6.9;121;2013-12-26
Tsui Hark;217923;狄仁杰之神都龙王;7.638;0;72287783;Action|Crime|Fantasy|Adventure;136;6.1;133;2013-09-27
Malcolm D. Lee;146304;The Best Man Holiday;7.948;17000000;71625195;Comedy;153;6.6;123;2013-11-15
Ridley Scott;109091;The Counselor;12.253;25000000;71009334;Thriller|Crime|Drama;1146;5.1;117;2013-10-25
Brad Anderson;158011;The Call;8.862;13000000;68572378;Crime|Thriller;1882;6.7;94;2013-03-14
Fyodor Bondarchuk;203793;Сталинград;0.6;30000000;68129518;War|Action|Drama;145;5.9;131;2013-10-09
Ben Stassen;202575;The House of Magic;8.865;34000000;64197205;Family|Fantasy|Animation|Adventure;212;6.3;85;2013-12-24
Wong Kar-wai;44865;一代宗師;9.891;3860000;64076736;Action|Drama|History;413;6.5;130;2013-01-10
John Carney;198277;Begin Again;15.945;8000000;63464861;Comedy|Music|Romance|Drama;2237;7.2;104;2013-09-07
Steven Soderbergh;109421;Side Effects;11.417;30000000;63372757;Thriller|Crime|Drama;1993;6.5;106;2013-02-07
Andrew Niccol;72710;The Host;10.058;44000000;63327201;Action|Adventure|Romance|Science Fiction|Thriller;2926;6.2;125;2013-03-22
Brad Furman;146238;Runner Runner;12.67;30000000;62616646;Crime|Thriller|Drama;798;5.6;91;2013-09-24
Michael Bay;91314;Transformers: Age of Extinction;19.739;210000000;1091405097;Science Fiction|Action|Adventure;5103;5.8;165;2014-06-25
Peter Jackson;122917;The Hobbit: The Battle of the Five Armies;52.802;250000000;956019788;Action|Adventure|Fantasy;8986;7.3;144;2014-12-10
James Gunn;118340;Guardians of the Galaxy;46.05;170000000;772776600;Action|Science Fiction|Adventure;19232;7.9;121;2014-07-30
Robert Stromberg;102651;Maleficent;37.007;180000000;758539785;Fantasy|Adventure|Action|Family|Romance;8973;7.1;97;2014-05-28
Francis Lawrence;131631;The Hunger Games: Mockingjay - Part 1;29.497;125000000;752100229;Science Fiction|Adventure|Thriller;10718;6.8;123;2014-11-18
Bryan Singer;127585;X-Men: Days of Future Past;25.267;250000000;747862775;Action|Adventure|Fantasy|Science Fiction;10671;7.5;131;2014-05-15
Anthony Russo;100402;Captain America: The Winter Soldier;18.892;170000000;714766572;Action|Adventure|Science Fiction;11915;7.7;136;2014-03-20
Matt Reeves;119450;Dawn of the Planet of the Apes;27.003;170000000;710644566;Science Fiction|Action|Drama|Thriller;7483;7.3;130;2014-06-26
Marc Webb;102382;The Amazing Spider-Man 2;18.412;200000000;705717432;Action|Adventure|Fantasy;7755;6.4;142;2014-04-16
Christopher Nolan;157336;Interstellar;48.837;165000000;675120017;Adventure|Drama|Science Fiction;20146;8.3;169;2014-11-05
Don Hall;177572;Big Hero 6;34.714;165000000;657818612;Adventure|Family|Animation|Action|Comedy;10804;7.8;102;2014-10-24
Dean DeBlois;82702;How to Train Your Dragon 2;27.074;145000000;609123048;Fantasy|Action|Adventure|Animation|Comedy|Family;6044;7.7;102;2014-06-09
